1,70068,0.0
1.5,70068,2.0
2,70068,4.0
2.5,70068,0.0
3,70068,2.0
3.5,70068,2.0
4,70068,2.0
4.5,70068,2.0
5,70068,4.0
5.5,70068,2.0
6,70068,0.0
6.5,70068,2.0
7,70068,2.0
7.5,70068,2.0
8,70068,2.0
8.5,70068,2.0
9,70068,2.0
9.5,70068,4.0
10,70068,0.0
10.5,70068,2.0
11,70068,40.0
11.5,70068,29.4
12,70068,2.0
12.5,70068,2.0
13,70068,2.0
13.5,70068,2.0
14,70068,2.0
14.5,70068,2.0
15,70068,2.0
15.5,70068,2.0
16,70068,2.0
16.5,70068,2.0
17,70068,0.0
17.5,70068,4.0
18,70068,2.0
18.5,70068,2.0
19,70068,4.0
19.5,70068,0.0
20,70068,2.0
20.5,70068,2.0
21,70068,2.0
21.5,70068,2.0
22,70068,2.0
22.5,70068,2.0
23,70068,2.0
23.5,70068,2.0
24,70068,2.0
24.5,70068,2.0
25,70068,2.0
25.5,70068,2.0
26,70068,2.0
26.5,70068,2.0
27,70068,2.0
27.5,70068,2.0
28,70068,2.0
28.5,70068,2.0
29,70068,2.0
29.5,70068,2.0
30,70068,2.0
30.5,70068,2.0
31,70068,2.0
31.5,70068,2.0
32,70068,0.0
32.5,70068,4.0
33,70068,2.0
33.5,70068,2.0
34,70068,2.0
34.5,70068,2.0
35,70068,2.0
35.5,70068,4.0
36,70068,2.0
36.5,70068,2.0
37,70068,4.0
37.5,70068,0.0
38,70068,4.0
38.5,70068,2.0
39,70068,2.0
39.5,70068,2.0
40,70068,2.0
40.5,70068,4.0
41,70068,2.0
41.5,70068,2.0
42,70068,2.0
42.5,70068,2.0
43,70068,4.0
43.5,70068,0.0
44,70068,4.0
44.5,70068,0.0
45,70068,2.0
45.5,70068,2.0
46,70068,4.0
46.5,70068,2.0
47,70068,2.0
47.5,70068,2.0
48,70068,2.0
48.5,70068,2.0
49,70068,4.0
49.5,70068,2.0
50,70068,0.0
50.5,70068,4.0
51,70068,2.0
51.5,70068,2.0
52,70068,2.0
52.5,70068,2.0
53,70068,4.0
53.5,70068,0.0
54,70068,2.0
54.5,70068,2.0
55,70068,2.0
55.5,70068,2.0
56,70068,4.0
56.5,70068,2.0
57,70068,0.0
57.5,70068,2.0
58,70068,4.0
58.5,70068,2.0
59,70068,2.0
59.5,70068,0.0
60,70068,2.0
60.5,70068,2.0
61,70068,2.0
61.5,70068,2.0
62,70068,2.0
62.5,70068,2.0
63,70068,2.0
63.5,70068,0.0
64,70068,4.0
64.5,70068,2.0
65,70068,2.0
65.5,70068,0.0
